6	9	6	5	3	13	0	5	1	12	3	11	2	3	2	10	0	78
3	8	5	6	3	11	2	3	3	10	2	9	2	6	3	8	0	79
2	6	5	4	3	6	5	1	3	5	2	7	2	6	3	4	0	80
5	12	5	6	3	14	0	4	2	12	3	11	2	4	2	10	0	81
1	0	2	1	0	7	4	2	0	7	2	8	2	7	1	8	0	82
3	10	6	7	4	11	3	2	2	9	2	9	3	7	3	9	0	83
2	1	3	1	1	7	4	2	0	7	2	8	2	6	2	8	0	84
4	11	7	8	6	7	5	1	4	5	2	6	5	6	6	6	0	85
6	11	8	9	8	7	7	8	4	8	5	8	4	8	10	1	0	86
2	7	4	5	3	12	3	2	2	9	2	9	3	7	3	9	0	87
7	9	10	8	8	6	8	2	4	7	7	9	8	6	4	8	0	88
3	8	5	5	2	7	5	3	1	7	1	8	2	7	2	7	0	89
4	9	7	7	4	8	2	2	3	6	1	7	2	7	3	7	0	90
4	10	7	7	2	7	5	3	1	7	1	8	3	7	2	8	0	91
2	8	4	6	2	12	3	3	2	10	1	9	2	6	2	8	0	92
6	9	5	4	2	11	3	3	1	9	4	11	4	5	4	9	0	93
8	14	8	8	6	9	4	5	4	10	6	12	9	2	7	11	0	94
3	9	5	7	3	11	3	2	2	9	2	9	3	5	3	8	0	95
2	4	3	3	1	11	3	3	2	11	2	9	2	6	2	9	0	96
3	9	5	7	3	11	4	2	2	8	2	9	3	5	3	8	0	97
3	5	5	3	2	10	2	2	2	10	2	9	2	6	2	7	0	98
3	9	5	7	3	10	2	2	2	8	1	8	2	7	3	8	0	99
5	9	9	7	6	5	5	2	4	3	2	7	6	7	7	2	0	100
3	8	6	5	2	6	5	3	0	6	1	8	2	7	2	7	0	101
3	9	5	7	4	9	3	2	2	7	2	8	2	6	3	6	0	102
3	7	5	5	3	8	2	2	2	7	1	8	2	7	3	7	0	103
2	6	5	4	3	5	5	2	2	4	2	7	2	6	3	3	0	104
3	9	6	7	4	13	3	3	3	11	1	9	2	6	2	9	0	105
2	3	3	2	1	10	2	2	1	8	2	9	1	6	1	8	0	106
2	7	4	5	3	11	3	2	2	9	2	9	2	6	3	8	0	107
5	6	7	5	5	8	8	3	4	7	8	8	5	9	3	6	0	108
3	4	5	3	2	10	2	2	2	8	2	9	4	5	2	9	0	109
3	6	6	4	4	8	5	2	4	7	2	6	2	6	4	6	0	110
3	9	5	7	3	11	3	3	4	11	2	9	2	6	3	8	0	111
2	3	4	4	2	8	3	1	2	7	2	8	2	6	2	7	0	112
3	10	6	7	2	7	3	3	3	7	1	8	3	6	3	7	0	113
2	3	3	1	1	8	2	2	1	7	2	8	2	6	2	7	0	114
5	10	7	8	4	9	2	3	3	8	1	8	2	7	4	8	0	115
2	6	4	4	1	7	5	3	1	6	0	8	2	7	1	7	0	116
7	9	9	8	8	5	8	3	5	7	8	10	8	8	4	8	0	117
2	4	4	5	2	7	4	3	1	7	1	8	2	7	2	8	0	118
4	7	5	5	3	8	2	2	2	6	2	8	2	6	3	6	0	119
4	6	6	5	5	8	8	2	4	7	8	8	5	8	4	6	0	120
4	6	5	6	5	7	9	2	4	7	7	9	7	7	3	8	0	121
5	7	6	5	6	8	7	7	4	7	6	8	2	8	8	3	0	122
3	9	4	6	3	9	5	2	0	8	1	8	2	6	1	8	0	123
4	7	5	5	5	7	7	6	3	7	6	8	2	7	8	3	0	124
4	9	4	4	3	10	3	4	2	10	5	11	5	4	4	10	0	125
1	1	2	1	1	7	3	2	1	6	2	8	1	6	1	7	0	126
6	11	8	8	8	8	9	8	5	6	6	8	3	7	8	4	0	127
4	5	7	7	2	7	6	3	0	7	0	8	3	7	1	8	0	128
2	8	4	5	2	6	5	3	1	6	1	8	2	7	2	7	0	129
5	11	8	8	5	11	2	3	3	9	2	9	5	7	4	9	0	130
3	6	5	5	4	9	7	3	5	7	8	6	4	10	3	5	0	131
1	3	2	1	1	9	3	2	1	8	2	9	1	6	0	8	0	132
3	7	5	5	3	11	2	3	2	10	2	9	2	6	3	8	0	133
2	4	4	3	2	9	2	2	2	8	2	9	1	6	1	7	0	134
2	1	3	3	1	7	2	1	2	6	2	7	2	5	2	8	0	135
1	3	2	2	1	10	2	3	1	9	2	9	2	6	1	7	0	136
7	12	7	7	4	12	1	4	1	11	4	12	5	4	4	11	0	137
3	11	5	8	4	12	3	2	2	9	2	9	2	6	2	8	0	138
1	3	3	2	1	8	3	2	2	7	2	8	2	6	2	7	0	139
6	11	6	6	4	10	2	4	2	11	5	12	5	4	6	10	0	140
2	4	4	2	2	11	2	2	1	9	2	9	2	7	2	9	0	141
6	12	6	6	3	13	1	5	2	12	2	10	2	3	2	10	0	142
1	3	2	1	1	9	3	1	1	8	3	9	1	6	1	8	0	143
3	5	5	3	2	8	2	2	2	8	2	8	2	6	3	7	0	144
2	7	4	5	2	12	4	4	3	11	1	8	2	6	2	8	0	145
2	6	4	4	2	11	3	3	2	10	1	9	2	6	2	8	0	146
1	0	2	0	0	7	4	2	0	7	2	8	1	7	1	8	0	147
7	13	6	8	4	8	2	3	2	8	4	12	5	5	4	7	0	148
4	9	7	7	5	6	5	2	3	4	1	6	5	7	5	4	0	149
3	7	5	5	4	8	5	1	3	7	2	6	2	6	4	5	0	150
3	4	5	3	2	8	2	2	2	8	2	8	2	7	3	7	0	151
5	12	5	6	3	12	2	4	2	11	3	11	4	4	4	11	0	152
2	1	4	2	1	8	2	2	1	7	2	8	2	6	3	6	0	153
3	7	5	4	2	8	3	3	3	7	2	8	3	6	3	8	0	154
2	5	3	3	2	11	3	2	2	9	2	9	2	6	2	8	0	155
3	5	5	4	2	10	2	2	2	8	2	9	3	5	2	8	0	156
4	9	6	7	4	12	2	3	2	10	2	9	2	7	3	8	0	157
3	2	5	4	2	10	2	2	2	9	1	8	2	6	3	8	0	158
2	1	3	1	0	7	4	2	0	7	2	8	2	7	1	8	0	159
4	9	7	6	4	8	3	1	2	5	2	8	3	5	3	7	0	160
3	7	4	5	3	9	4	3	1	8	1	8	2	6	1	8	0	161
8	12	8	6	4	11	0	4	3	12	6	14	4	5	5	11	0	162
3	7	5	5	3	10	2	2	2	9	2	8	2	6	4	8	0	163
4	9	6	7	4	7	5	3	0	6	1	8	2	7	1	7	0	164
3	7	5	6	4	6	8	2	4	7	7	9	5	9	3	7	0	165
1	1	2	1	0	7	4	2	0	7	2	8	2	6	1	8	0	166
6	14	6	8	5	11	3	4	2	11	3	11	5	3	4	11	0	167
4	8	6	6	3	13	3	4	3	11	1	8	2	6	2	9	0	168
1	0	2	0	0	8	4	2	0	7	2	8	1	6	1	8	0	169
5	8	7	6	6	8	9	7	5	6	6	8	3	7	7	4	0	170
3	2	6	4	2	10	2	2	2	9	1	8	2	6	2	8	0	171
5	6	7	5	6	6	6	3	5	7	8	10	8	11	3	8	0	172
3	7	5	5	3	11	2	3	2	10	2	9	3	7	3	9	0	173
3	8	6	6	3	11	2	2	2	9	2	9	3	7	3	9	0	174
5	10	7	8	5	8	4	3	0	7	1	8	2	7	4	8	0	175
3	5	5	3	2	11	2	2	2	9	2	9	2	6	2	8	0	176
2	7	4	5	2	8	3	2	2	7	1	8	2	6	2	7	0	177
1	1	2	1	0	7	4	2	0	6	2	8	2	7	1	8	0	178
3	9	5	7	4	12	2	3	3	10	2	9	3	8	4	9	0	179
5	11	7	9	5	8	3	3	1	7	2	8	5	8	5	10	0	180
4	8	6	6	4	9	5	3	0	8	1	8	2	7	1	8	0	181
3	8	6	6	3	12	2	2	2	10	2	9	2	6	2	8	0	182
1	1	2	1	0	7	4	2	0	7	2	8	2	7	1	8	0	183
3	8	5	5	2	9	6	3	1	8	0	8	2	7	1	8	0	184
2	4	4	3	2	8	2	2	2	7	2	8	2	6	2	7	0	185
2	3	3	1	1	8	2	2	1	7	2	8	2	7	2	7	0	186
2	6	4	4	2	11	3	3	2	10	1	9	2	6	2	8	0	187
5	8	8	7	7	7	7	2	5	7	9	10	5	11	3	7	0	188
2	1	3	1	1	7	4	2	0	7	1	8	3	6	1	8	0	189
5	11	9	8	7	10	5	1	5	9	1	5	3	7	4	8	0	190
4	9	6	6	2	8	4	3	1	7	1	8	3	7	2	8	0	191
2	8	4	6	3	11	3	3	3	10	2	9	2	6	3	8	0	192
4	10	6	7	2	7	5	3	1	7	0	8	3	7	2	8	0	193
4	8	6	6	6	8	8	7	4	6	6	8	3	7	7	4	0	194
3	7	6	5	3	11	2	3	2	10	2	9	2	6	3	9	0	195
3	6	5	8	2	7	5	3	1	7	0	8	3	7	2	8	0	196
2	1	4	2	1	7	2	2	1	6	2	8	2	7	2	7	0	197
3	9	6	6	4	11	3	1	2	8	2	9	2	6	2	7	0	198
2	3	4	2	1	6	2	2	2	5	2	8	2	6	2	6	0	199
2	7	4	4	1	8	5	3	1	7	0	8	2	7	2	8	0	200
4	8	5	6	3	7	5	2	0	7	1	8	2	7	1	8	0	201
4	9	6	6	2	8	3	3	3	7	2	8	3	6	3	8	0	202
2	3	4	4	1	7	5	3	1	6	1	8	2	7	2	7	0	203
3	9	5	7	3	13	2	4	4	12	1	9	3	6	3	10	0	204
5	11	5	6	4	9	4	5	3	10	6	12	7	4	6	10	0	205
2	6	4	4	2	8	2	2	2	7	2	8	2	6	3	6	0	206
4	11	6	8	5	7	3	1	2	5	2	7	4	6	4	7	0	207
3	8	6	6	4	10	5	1	4	8	2	6	2	7	4	8	0	208
3	5	5	5	4	9	8	2	4	7	7	7	4	8	4	5	0	209
8	12	6	6	3	10	1	2	2	10	4	12	3	5	4	8	0	210
4	10	5	7	4	9	4	3	1	8	2	8	2	7	2	8	0	211
2	2	4	3	2	6	2	2	2	5	2	8	2	6	2	6	0	212
2	7	3	5	2	7	4	2	0	7	2	8	1	6	1	8	0	213
5	8	7	7	6	9	7	3	4	7	7	6	5	10	4	6	0	214
3	8	5	6	3	5	4	3	0	5	2	7	2	7	2	7	0	215
3	2	6	4	3	8	1	2	2	7	2	8	2	7	3	7	0	216
4	6	6	6	5	7	8	2	4	7	7	9	5	7	3	7	0	217
4	10	6	8	3	10	3	2	3	9	1	8	2	7	4	9	0	218
1	1	2	2	1	7	3	2	1	6	2	8	1	6	1	7	0	219
5	12	5	6	4	11	2	4	2	11	4	11	5	4	5	10	0	220
3	2	5	4	2	8	2	2	2	8	1	8	2	6	3	7	0	221
3	8	6	6	3	12	2	3	2	10	2	9	2	6	3	8	0	222
7	11	5	6	3	10	1	3	1	10	4	12	3	4	4	8	0	223
3	11	5	8	3	13	3	4	3	12	1	9	2	6	3	9	0	224
2	4	3	3	2	10	2	2	2	9	2	9	1	6	2	8	0	225
9	15	9	8	6	11	2	5	2	11	4	11	7	2	5	11	0	226
1	0	2	0	0	7	4	2	0	7	2	8	1	6	1	8	0	227
2	5	4	4	2	8	3	2	2	8	2	8	2	6	2	7	0	228
3	2	6	4	2	8	2	2	2	6	2	7	3	7	3	7	0	229
4	7	7	5	4	6	5	2	3	4	2	6	4	6	4	5	0	230
2	8	4	5	2	7	6	3	1	6	0	8	2	7	2	7	0	231
2	1	4	3	2	8	2	2	1	7	2	8	2	6	2	7	0	232
3	7	5	5	5	8	8	7	4	6	6	8	2	8	6	5	0	233
8	13	7	7	4	11	4	3	2	8	4	10	5	5	4	9	0	234
2	3	3	2	1	9	2	2	1	8	2	10	1	6	2	8	0	235
1	0	2	0	0	7	3	2	0	7	2	8	2	6	1	8	0	236
2	7	4	5	2	11	3	3	2	10	2	9	2	6	2	8	0	237
3	10	6	8	5	10	4	1	2	8	3	9	4	4	3	7	0	238
4	8	6	6	5	9	5	2	5	8	1	6	3	4	3	7	0	239
2	7	4	4	1	5	4	3	2	5	1	7	2	6	2	7	0	240
2	7	4	4	1	8	4	3	2	7	2	8	3	6	2	8	0	241
3	4	5	2	2	9	1	2	1	8	2	8	2	6	3	8	0	242
2	1	4	2	1	8	2	2	1	7	2	8	2	7	2	7	0	243
4	7	5	5	3	8	4	3	0	6	1	8	2	7	1	7	0	244
3	11	5	8	4	12	2	3	3	10	2	9	2	6	3	8	0	245
3	6	5	4	2	8	4	3	0	7	1	8	2	7	1	8	0	246
3	4	5	5	1	8	6	3	1	7	0	8	2	7	1	8	0	247
2	0	3	1	0	7	4	2	0	7	2	8	2	7	1	8	0	248
3	7	5	5	3	11	3	2	2	9	2	9	3	5	2	8	0	249
3	7	6	5	4	12	3	2	2	9	2	8	4	5	2	8	0	250
3	7	5	5	3	7	3	2	2	5	2	8	2	6	2	6	0	251
3	10	5	7	3	7	3	2	2	5	2	7	2	6	2	7	0	252
2	4	4	5	1	5	5	3	1	5	1	8	2	7	2	7	0	253
5	13	5	7	4	12	2	4	1	11	3	11	4	3	4	11	0	254
6	14	6	8	4	11	1	3	3	12	5	13	3	6	5	11	0	255
3	9	6	7	4	10	2	1	2	8	3	9	4	5	3	7	0	256
3	7	5	5	3	8	2	2	2	7	2	7	2	6	3	6	0	257
4	7	6	5	3	10	1	3	3	9	2	8	3	6	4	9	0	258
5	7	7	6	6	9	8	3	4	7	7	8	5	6	5	4	0	259
2	2	4	3	2	7	2	2	2	6	1	8	2	6	2	7	0	260
3	9	6	7	5	7	5	2	3	5	2	6	4	5	5	5	0	261
3	8	5	6	3	12	2	3	2	10	2	9	2	6	3	8	0	262
3	7	5	5	3	10	2	2	2	9	1	8	2	6	3	8	0	263
2	8	4	6	2	8	4	3	2	7	1	8	3	7	2	8	0	264
2	6	4	4	3	7	2	1	2	6	2	7	2	6	3	6	0	265
3	3	5	5	2	6	3	3	3	6	2	7	3	6	3	7	0	266
2	5	4	4	2	11	2	2	2	9	2	9	2	6	2	8	0	267
4	11	6	8	4	12	3	3	3	9	1	9	2	6	3	8	0	268
2	3	4	1	1	10	2	3	1	9	2	9	1	6	1	8	0	269
3	9	5	7	3	12	3	4	3	10	1	9	2	7	3	9	0	270
3	6	5	4	2	10	3	2	2	8	3	10	2	6	2	7	0	271
3	7	6	5	4	5	5	3	3	3	2	6	4	6	4	4	0	272
6	10	8	8	8	7	7	8	4	7	6	8	4	8	11	2	0	273
4	9	6	7	5	8	2	1	2	6	2	7	5	6	6	7	0	274
3	6	5	4	3	8	5	3	0	7	1	8	2	6	1	8	0	275
2	8	4	5	2	9	5	3	1	8	1	8	2	7	2	8	0	276
5	7	7	6	6	5	8	3	5	7	8	11	7	9	3	8	0	277
6	9	9	8	8	7	8	2	4	7	7	8	6	5	5	6	0	278
6	9	6	5	3	12	3	5	2	12	3	10	5	3	3	10	0	279
2	2	4	3	2	8	2	2	2	8	1	8	2	6	2	7	0	280
4	9	7	7	3	12	2	4	2	11	1	9	3	7	3	9	0	281
3	7	5	5	3	8	2	2	2	7	2	7	2	6	3	7	0	282
4	9	6	7	5	7	5	2	4	5	1	6	3	6	4	5	0	283
6	11	5	6	3	8	4	3	3	7	4	11	5	6	4	7	0	284
3	4	5	3	2	10	1	3	2	9	2	9	3	6	2	8	0	285
3	7	5	5	3	12	3	2	2	9	2	9	2	5	2	8	0	286
5	9	5	5	3	12	2	5	1	12	3	10	3	3	2	10	0	287
4	7	6	6	5	8	8	2	4	7	7	8	5	7	4	5	0	288
3	8	5	6	3	8	3	2	2	7	1	8	2	6	3	7	0	289
2	4	4	6	2	7	5	3	1	7	1	8	2	7	2	8	0	290
3	4	6	6	2	7	6	3	0	7	0	8	2	7	1	8	0	291
3	7	4	5	2	9	3	3	3	9	1	8	2	6	2	7	0	292
4	9	7	6	3	12	2	4	3	11	1	9	3	7	3	9	0	293
4	5	6	7	2	7	4	3	1	7	1	8	3	7	2	8	0	294
2	2	4	3	1	6	2	2	2	5	2	8	2	6	2	6	0	295
2	5	4	4	2	11	3	3	2	10	2	9	2	6	2	8	0	296
4	9	6	7	4	8	2	1	2	6	2	8	2	7	3	6	0	297
2	3	4	2	1	10	2	3	2	10	2	10	2	6	2	8	0	298
4	7	6	5	3	9	3	2	2	8	1	8	2	6	3	7	0	299
3	5	6	4	2	7	1	2	2	6	2	7	4	6	4	7	0	300
2	3	3	1	1	7	2	2	1	6	2	7	1	6	1	7	0	301
1	1	2	1	1	7	4	2	1	7	1	8	2	6	1	7	0	302
2	4	4	3	1	8	2	2	2	7	2	8	2	6	2	7	0	303
4	10	6	8	4	13	2	4	3	11	1	9	3	7	4	10	0	304
4	9	7	7	4	12	3	2	2	9	2	9	2	6	2	8	0	305
3	5	6	6	2	6	5	3	1	6	0	8	2	7	2	7	0	306
4	9	6	6	2	6	3	3	3	6	2	7	3	6	3	7	0	307
1	3	2	1	1	7	2	2	1	7	2	8	1	6	1	7	0	308
6	13	5	7	3	8	1	2	2	9	4	12	3	5	4	6	0	309
2	7	5	5	4	8	5	2	3	7	2	6	2	5	3	7	0	310
1	3	2	1	1	11	3	3	2	10	2	9	1	6	1	8	0	311
5	8	6	6	6	8	9	7	4	6	6	8	3	7	7	5	0	312
3	11	6	8	4	12	3	3	3	10	1	9	2	6	3	8	0	313
2	4	3	3	1	8	2	2	1	7	2	8	2	7	2	7	0	314
4	8	6	6	6	8	9	7	5	6	6	8	3	7	7	4	0	315
2	4	4	3	2	8	2	2	2	7	2	8	2	6	2	7	0	316
3	8	4	6	3	6	4	2	0	6	2	8	2	6	1	7	0	317
3	5	6	3	2	9	2	2	2	8	2	10	3	7	2	8	0	318
2	1	3	2	1	9	3	2	2	8	2	8	2	6	2	8	0	319
4	9	6	6	2	7	4	3	1	6	1	8	3	7	2	7	0	320
2	7	3	4	1	7	6	3	1	7	0	8	2	7	1	8	0	321
2	3	3	2	1	10	2	3	1	10	2	9	2	6	2	8	0	322
3	9	5	7	4	9	3	1	2	7	2	8	2	6	4	7	0	323
3	11	5	8	2	9	6	3	1	8	0	8	2	7	2	8	0	324
3	3	5	5	2	7	5	3	1	6	1	8	2	7	2	7	0	325
3	9	5	6	2	9	6	3	1	8	0	8	2	7	1	8	0	326
4	10	7	8	4	13	2	4	4	12	1	9	3	7	4	10	0	327
5	8	9	6	6	7	5	2	4	6	1	6	5	7	5	6	0	328
2	3	3	2	1	8	2	2	1	8	2	8	2	6	3	8	0	329
2	4	4	3	1	6	3	2	2	5	2	8	2	6	2	6	0	330
4	9	7	7	5	10	3	1	2	8	3	9	4	5	3	7	0	331
9	13	7	7	4	8	2	3	2	8	4	12	5	4	5	6	0	332
3	7	5	4	2	7	5	3	0	6	1	8	2	7	2	7	0	333
2	3	3	2	1	11	2	2	1	9	2	9	1	6	2	8	0	334
2	3	4	4	1	9	5	3	1	8	1	8	2	7	2	8	0	335
1	0	2	1	0	7	4	2	0	7	2	8	2	7	1	8	0	336
4	9	6	8	6	7	8	2	6	7	8	9	5	11	3	7	0	337
2	4	4	3	2	11	2	3	1	9	2	9	2	6	2	9	0	338
1	0	2	0	0	7	4	2	0	7	2	8	1	7	1	8	0	339
2	4	4	2	1	11	2	3	2	9	2	9	1	6	2	8	0	340
6	11	6	6	4	11	2	4	2	11	4	12	5	3	5	11	0	341
3	8	5	6	5	8	8	6	4	6	6	8	5	7	6	4	0	342
2	1	4	2	2	7	2	2	2	7	2	8	2	7	3	7	0	343
3	4	5	3	2	10	2	2	1	9	2	9	2	6	2	8	0	344
3	5	5	8	2	7	6	3	1	7	0	8	3	7	1	8	0	345
2	8	4	5	1	8	6	3	1	7	0	8	2	7	1	8	0	346
3	10	5	7	2	8	6	3	1	7	0	8	3	7	1	8	0	347
4	9	6	6	4	10	2	1	2	8	3	9	5	5	3	7	0	348
3	8	5	6	3	12	3	2	2	10	2	9	2	6	2	8	0	349
5	10	9	8	7	11	5	1	5	9	1	5	3	7	5	9	0	350
2	7	4	5	2	11	2	3	3	10	2	9	2	6	2	8	0	351
2	3	3	2	1	10	2	2	1	9	2	9	1	6	2	8	0	352
4	9	4	4	2	10	2	4	2	11	5	12	4	4	5	10	0	353
6	10	6	5	3	12	3	6	2	12	2	10	4	3	3	10	0	354
5	10	7	8	4	10	3	2	3	8	1	7	2	7	3	8	0	355
3	2	5	3	2	6	2	2	1	5	2	8	2	7	3	5	0	356
4	9	6	6	2	7	7	3	0	7	0	8	3	7	1	8	0	357
3	5	5	3	2	6	2	2	2	5	2	8	2	6	3	6	0	358
3	10	5	8	4	6	3	1	2	5	2	8	2	5	3	6	0	359
2	2	4	3	1	7	3	2	2	6	1	8	2	6	2	7	0	360
4	9	7	7	5	11	3	1	2	8	3	9	6	5	3	8	0	361
6	10	9	8	9	8	7	7	4	7	6	9	6	8	7	4	0	362
5	11	7	9	5	10	2	2	3	9	1	7	3	7	4	8	0	363
4	7	6	5	2	8	3	3	3	9	1	8	2	7	3	7	0	364
7	11	9	8	9	7	6	8	4	7	5	8	5	8	11	2	0	365
3	6	5	4	2	8	2	2	2	7	1	8	2	6	3	7	0	366
3	8	5	6	3	6	4	3	0	6	2	7	2	7	2	7	0	367
4	7	7	5	5	7	6	2	4	6	1	6	3	5	3	7	0	368
4	11	8	8	6	9	5	1	4	7	2	6	3	8	6	6	0	369
4	9	6	7	4	8	2	2	3	7	1	8	2	7	3	6	0	370
5	11	8	8	6	6	3	2	3	4	2	7	5	5	5	5	0	371
4	10	7	8	5	11	2	2	2	9	2	9	4	5	4	8	0	372
2	2	4	3	2	8	2	1	1	7	2	8	2	7	3	7	0	373
2	4	4	2	2	10	2	2	2	9	2	8	2	6	2	8	0	374
2	4	3	3	1	11	3	3	2	11	2	9	1	6	2	9	0	375
5	11	5	6	4	10	3	4	2	10	5	11	5	3	5	10	0	376
2	8	4	6	2	12	2	4	3	11	2	10	2	6	4	9	0	377
2	4	3	3	1	11	3	2	2	9	2	9	1	6	2	8	0	378
3	9	6	7	4	12	3	2	2	9	2	9	2	6	2	8	0	379
9	13	8	8	4	10	0	3	2	10	4	12	3	5	4	8	0	380
2	9	4	6	2	7	4	3	2	6	1	8	2	7	2	8	0	381
3	3	5	5	2	6	4	3	1	6	1	8	3	7	2	7	0	382
3	9	4	6	3	7	4	3	1	6	2	8	2	7	3	8	0	383
4	11	6	8	3	9	3	3	3	8	1	9	3	6	3	9	0	384
3	11	5	8	4	8	5	3	0	7	1	8	2	7	3	8	0	385
4	10	7	8	5	12	3	2	2	9	2	9	2	6	2	8	0	386
2	7	4	5	2	12	3	4	3	12	2	9	2	6	3	9	0	387
1	0	2	0	0	8	3	2	0	7	2	8	2	6	1	8	0	388
